Tiempo,Rapidez de viento,Velocidad de viento media vectorial,Velocidad de rafaga
2026-04-22 05:00:00,0.9000,1.0000,1.3000
2026-04-22 05:10:00,0.7000,0.9000,1.3000
2026-04-22 05:20:00,0.7000,0.4000,1.0000
2026-04-22 05:30:00,0.2000,0.1000,1.2000
2026-04-22 05:40:00,0.8000,0.6000,1.5000
2026-04-22 05:50:00,0.7000,1.0000,2.2000
2026-04-22 06:00:00,0.3000,0.5000,2.0000
2026-04-22 06:10:00,0.9000,0.9000,2.0000
2026-04-22 06:20:00,0.7000,1.1000,2.7000
2026-04-22 06:30:00,1.3000,1.5000,2.3000
2026-04-22 06:40:00,0.8000,0.8000,1.8000
2026-04-22 06:50:00,0.7000,0.7000,1.6000
2026-04-22 07:00:00,0.8000,0.8000,1.4000
2026-04-22 07:10:00,1.4000,1.0000,1.6000
2026-04-22 07:20:00,0.5000,0.5000,1.5000
2026-04-22 07:30:00,0.8000,0.6000,1.6000
2026-04-22 07:40:00,0.5000,0.8000,1.5000
2026-04-22 07:50:00,0.6000,0.6000,1.3000
2026-04-22 08:00:00,0.8000,0.6000,1.3000
2026-04-22 08:10:00,0.5000,0.8000,1.4000
2026-04-22 08:20:00,0.6000,0.9000,1.4000
2026-04-22 08:30:00,0.6000,0.5000,1.4000
2026-04-22 08:40:00,0.3000,0.4000,1.0000
2026-04-22 08:50:00,0.4000,0.5000,1.1000
2026-04-22 09:00:00,0.6000,0.7000,1.1000
2026-04-22 09:10:00,0.9000,0.5000,1.5000
2026-04-22 09:20:00,0.5000,0.5000,1.2000
2026-04-22 09:30:00,0.3000,0.3000,1.3000
2026-04-22 09:40:00,0.2000,0.2000,1.1000
2026-04-22 09:50:00,0.7000,0.4000,1.0000
2026-04-22 10:00:00,0.2000,0.2000,0.9000
2026-04-22 10:10:00,0.7000,0.6000,1.4000
2026-04-22 10:20:00,0.4000,0.5000,1.3000
2026-04-22 10:30:00,0.8000,0.6000,1.1000
2026-04-22 10:40:00,0.3000,0.4000,1.8000
2026-04-22 10:50:00,0.6000,0.7000,1.5000
2026-04-22 11:00:00,0.7000,0.7000,1.8000
2026-04-22 11:10:00,0.8000,1.0000,2.2000
2026-04-22 11:20:00,1.4000,1.4000,2.5000
2026-04-22 11:30:00,0.9000,1.1000,2.5000
2026-04-22 11:40:00,1.2000,0.9000,2.4000
2026-04-22 11:50:00,0.5000,0.6000,1.7000
2026-04-22 12:00:00,0.5000,0.5000,0.9000
2026-04-22 12:10:00,3.6000,3.2000,4.0000
2026-04-22 12:20:00,3.2000,3.3000,4.4000
2026-04-22 12:30:00,2.7000,3.0000,4.2000
2026-04-22 12:40:00,2.9000,2.6000,4.2000
2026-04-22 12:50:00,2.6000,2.5000,3.6000
2026-04-22 13:00:00,3.2000,2.8000,3.4000
2026-04-22 13:10:00,2.7000,2.8000,3.9000
2026-04-22 13:20:00,2.3000,2.4000,3.3000
2026-04-22 13:30:00,2.1000,2.3000,3.6000
2026-04-22 13:40:00,2.0000,2.0000,3.7000
2026-04-22 13:50:00,2.0000,2.0000,3.1000
2026-04-22 14:00:00,1.7000,1.3000,2.6000
2026-04-22 14:10:00,2.2000,2.0000,2.7000
2026-04-22 14:20:00,1.6000,1.6000,2.4000
2026-04-22 14:30:00,1.4000,1.6000,2.4000
2026-04-22 14:40:00,1.6000,1.7000,2.0000
2026-04-22 14:50:00,1.7000,1.5000,2.4000
2026-04-22 15:00:00,2.0000,2.2000,2.8000
2026-04-22 15:10:00,1.9000,2.0000,2.3000
2026-04-22 15:20:00,1.5000,1.6000,2.5000
2026-04-22 15:30:00,2.1000,1.8000,2.3000
2026-04-22 15:40:00,1.9000,2.2000,2.9000
2026-04-22 15:50:00,1.7000,2.2000,3.0000
2026-04-22 16:00:00,3.1000,2.3000,3.2000
2026-04-22 16:10:00,2.4000,2.1000,3.3000
2026-04-22 16:20:00,2.3000,2.2000,2.9000
2026-04-22 16:30:00,1.8000,2.1000,3.6000
2026-04-22 16:40:00,3.5000,3.6000,4.3000
2026-04-22 16:50:00,3.7000,3.3000,4.2000
2026-04-22 17:00:00,3.8000,3.1000,4.0000
2026-04-22 17:10:00,2.9000,3.1000,4.4000
2026-04-22 17:20:00,3.4000,3.5000,4.7000
2026-04-22 17:30:00,3.2000,3.3000,4.8000
2026-04-22 17:40:00,4.7000,4.2000,5.4000
2026-04-22 17:50:00,3.8000,4.3000,5.6000
2026-04-22 18:00:00,4.2000,4.7000,6.0000
2026-04-22 18:10:00,5.3000,5.1000,5.9000
2026-04-22 18:20:00,3.6000,4.3000,5.7000
2026-04-22 18:30:00,4.5000,4.9000,5.7000
2026-04-22 18:40:00,5.1000,4.7000,6.5000
2026-04-22 18:50:00,4.7000,4.8000,6.1000
2026-04-22 19:00:00,5.7000,5.4000,6.5000
2026-04-22 19:10:00,5.4000,5.7000,6.4000
2026-04-22 19:20:00,4.3000,5.6000,6.9000
2026-04-22 19:30:00,6.4000,5.6000,7.2000
2026-04-22 19:40:00,6.3000,6.4000,7.7000
2026-04-22 19:50:00,6.2000,5.7000,7.3000
2026-04-22 20:00:00,7.2000,7.2000,8.1000
2026-04-22 20:10:00,6.8000,6.8000,8.0000
2026-04-22 20:20:00,6.6000,7.1000,8.4000
2026-04-22 20:30:00,6.3000,6.3000,8.6000
2026-04-22 20:40:00,6.3000,6.0000,8.2000
2026-04-22 20:50:00,6.6000,6.9000,8.2000
2026-04-22 21:00:00,4.9000,6.7000,8.9000
2026-04-22 21:10:00,6.1000,6.2000,8.7000
2026-04-22 21:20:00,6.5000,7.1000,8.7000
2026-04-22 21:30:00,7.1000,7.1000,8.4000
2026-04-22 21:40:00,7.4000,7.0000,8.4000
2026-04-22 21:50:00,7.7000,7.7000,8.9000
2026-04-22 22:00:00,7.6000,7.6000,8.8000
2026-04-22 22:10:00,5.1000,6.7000,8.9000
